index,message
36565,Засвет в квадрате D5!!!
3633,s??k????t??k kald??k :D
1706,all stay
38635,wolverine go!!!
16671,wtf
7254,ts 5 just wait in the back
17791,"За Родину, за Сталина! ypaa;)"
35470,Im Spotted at E6!
24814,eebr go hil
9007,Im Spotted at D9!
3535,what was tat
23681,gg
25135,bot rhm
44619,gg
49121,now is to late
2697,udes and st emil MORONS
36802,60
23098,ale już nima
29352,xDDDD
41248,progeto spot
15459,gg
24231,type in the corner
20791,gg
52237,Enemy SPG <font color='#fe7903'>EDELVEIS_UA (FV304)
41472,#ERROR!
5627,fucking pantera
5962,т 28 бот
33334,cori play lego
44255,#ERROR!
53439,why not attack e8
7872,bush
22520,"4 med,"
11504,free
18450,gg
31729,рви
30937,come on snuggle up
7943,go help
14788,ui
50785,team idiot
5337,Im Spotted at J2!
46653,turbo?
40158,dig in good and deep
53437,vkkk
12242,fuck game
38852,s1
45763,skorp
31369,we had a video yet
28781,% miutes and we win!
54619,Засвет в квадрате A3!!!
39913,gg
23602,conqueror idiot
45605,ARTY COME BACK
12633,261
8451,ILL TAKE F6
46010,gg
50855,thanks for the fking block
42842,lol
50952,fuck you conw
40186,wp
47945,TEAM!!!!!!!!!
5530,on hill ?
41895,арта твоя
19702,emil idiot
21838,i died
27028,leo just go kill him
24667,go fuck yourself behind
35008,fuh
44498,braindead
15634,atleast one arty k3
7175,Душите чертей
44581,gg
3202,why cause I know how to play the map
26716,спермоглоті бухие
51189,all open and only 435 Spot Support
43711,wtf doing
4295,damn idiots noone?
49461,lol no
31023,were did
21898,you play first game ?
30916,"dobra, dziękuję ci za rady XDDDD"
40932,pls
45141,i have a lot of prem tanks
53204,arta
53497,gg
32670,cap?
39837,nah its the tds that are the problem
33674,drive there idiot
37417,do you miss the m103
17240,sry grille
37243,try to spot pls
28104,pls report gunda is acheaetr totally
16595,13 105 u son of a inbred shit
18228,grille
23246,go
34254,noobbbb
48193,ggwp
29986,losing and draw are equal
39233,git gud
4324,ty
42421,fv
43632,SPOT HALOOOOOOOOO
5294,\gg
51816,grille move man come on
19620,pro campers
15914,spot
51525,"Tintenfisch1 (M6), you are blocking my target!"
41280,харош все равно!
27575,idiot team
27563,omly he left
45403,omg
19474,haa
42592,танк ты пт
52206,Im Spotted at A0!
3422,ffs
51876,wait
22900,aim for middle someone
9614,103
20941,лохи
19868,"panther and su, help me"
9528,respect
35528,bc u r now the king
14142,if tier ) idioten
53725,artillery is full of bs
22163,spot light !!!
37531,kari
6604,this gane
45838,gj mooron s
49661,he is in 1 spot all the time
42891,maximum push city guys
51412,pin is shit
51794,dupku
7177,Artillery (G.W. Panther) damaged me and now is on reload!
41525,alitte late
16908,WHY FALL
32591,alweys noobs move on USLES north push and do loss
16374,i m disgust for you m41
39664,:)
37097,well done Leo...
37031,dudes
22017,epic
38960,back
49774,i bounced 5.2k
45501,shot
4749,:)
51120,gj
34997,minha esteira travou
32224,he‘s
52981,3rd Gunmark done :)
20386,FUCKKKKK
52079,damn what now
23278,kpz moveee
13143,light
35319,cmon
20886,перекатитесь
23422,hp 704?
42611,your welcome
30531,im stuned 10 minutes from enemy arty and you m53 didint shoot single shoot on thath t832
5361,I've been spotted in B2!
51121,nice
13934,youjo mercy
25593,rape...
2367,our Chieftain have 4k dmg now
22021,you are more stupid
49452,bye
13196,M10 time to move
54563,WTF is ebr doing?
28975,i hit him full ram jump on him did nothing ...
35178,gg
37679,there you go
16252,gg
38876,Zbrod dayniv
26582,пробьеш
50737,useless campers
40754,yes
26036,fu all ht plauers
53363,go to hell idiot
27430,stupid suicide moves
23394,CC push you are full health
4187,gg
40123,gg boys
8962,ohh still have hope
37736,yesssssss mission done
28019,go for gonsalo
24053,gj
11295,kokokodaa
20812,with TVP
23163,gg
31349,не убьет))
21706,o yeee
49577,gsor empty for 50s
44563,great
10873,have 400 base if i am not mistaken
28765,gg
21631,gl
4928,ya est?? bien de estar todo el d??a acusando
31191,teh kv
14861,dude
25105,GG
35713,nahhh
24048,go to hill maybe
35218,brooo
10155,hali
44146,arty here
32326,tupe sproste je-nute opice
6827,let push city
31312,Im Spotted at H8!
14580,яебал враг уже перед ним стоит а он попасть не может
14963,SUCHIY POTRAX
28786,damn
45875,jfixed
4503,rats
39157,go back
34947,pls
29708,gg
37710,aiming
33153,gj !!!!
25123,we cap
11429,brain flat liners
14813,cs where you go
44258,WOW 0 SPOT
40430,i have 6k spot already and he doesnt stop me
22557,ага
52114,t103
13850,Im Spotted at A5!
44399,gg
24444,1600 hp heavy afk
34815,це ж чого?
39577,gj
13742,got him
50780,i didnt think he would die
25510,finish t34 if you can
31355,11к
40055,gg guys
53087,Im Spotted at D9!
43572,wtf fuitur
42500,gg
18465,Im Spotted at K5!
19957,u dead
35405,all good
2598,why do you come here with no camo?
11727,art
20494,wye
30188,vydrž na te zakladně
50731,pta go
34448,fbr sell tank noob
2923,Im Spotted at G6!
49008,they are to slow
30799,4005
41378,thx IS-7
13098,you noobs on this team uninstall
21057,jep
52612,bc eres idiota perdido
7509,do we take 0 line or will we stay back and snipe to lose the medium side?
48191,gg
14296,the ticket is to decide
3679,anx
51387,nevadí :-)
29656,делай кв2
35233,gg
20996,on asia servers maybe
17989,gg
6192,pudel hit you go push
27585,i Fukt up
42989,wlose
20210,705 and 257 one hitrs
14442,it's WWE
15642,gg
38771,lol grupenkuscheln auf der a7
1659,tankussy
19275,Засвет в квадрате B7!!!
42773,NICE PLAY MAUS
49669,ааа
41081,ARTY HELP
46751,VK !!!
48717,need t54 kileld
9155,100%
50904,^
4097,bot peregrine
33633,HAHAHAHAA STUG
17258,gg
40857,Im Spotted at C2!
39520,stugs why u stay G7?
35046,insane team
36134,nice shot
10439,Im Spotted at B7!
18671,go
21346,Засвет в квадрате E4!!!
5608,"krivoruky_rajcatko (T37), you are blocking my target!"
46824,artys
45506,gg
27593,Хел
52217,dont push
17761,pressure cap
8350,ugh fing gun
13759,team delt the f game play barbie
47771,gj škoda
6987,you guys sure outsmarted them
53272,fuck y ambt
43344,Insane
34141,move heavies morons
41795,sae debikle
33920,noooooooob
20113,gg
32825,wz 120 idiotas
44757,"lol, he missed me xD"
53071,clan
7925,i thought you were just sitting there ngl
10898,oh
4866,красава
32984,i have 6 left
1591,play tier 10
13034,no...go here and arty
6264,WHAT A LOW IQ PLAYERS COME IN THIS GAME
4597,report him
24278,тупе ты!!!! твинк создал вот только мозгов не добавилось
11377,Enemy SPG <font color='#fe0e00'>gonzales_3 (Lorraine 155 mle. 50)
1426,he is slow
44500,thx
25720,gg
9077,my bad
33571,idiots
7902,so its me vs three very scary vehicles?
48359,cap
13939,"that was a stupid move, sry... but is true"
39733,Im Spotted at D1!
41337,never mind
13824,gg
41964,"yoLukeee (Lansen C), you are blocking my target!"
40242,50-50
52035,ok
10509,lololo
35876,15bot
45416,thx
49872,Super Hellcat = Super Idiot???
52283,lol you fell alone xD
10909,kids
40554,******
24720,now u die chrysler
13235,IDIOTS Lemings Campers
16020,no gun depression and the ones that do crested to be farmed....FFS
49916,900ping...
50975,u
29384,lol
48350,Did my part with this stupid team.
20915,HHHHHHHHHHHHEEEEEEEEEEEEEEEYYYYYYYYYYYYYYY
18989,wp larry
44725,i only 2 ammo now
50812,Nem
13503,Lorr. 155 51 hit me
5070,have fun with you bann
3396,im talking to the mediums in the back
32987,Засвет в квадрате H1!!!
43468,your should have covered me
40191,Im Spotted at G7!
10325,gg noobs
14974,ù
1686,do not engage
20643,I've been spotted in F1!
4813,eat shit faggot
18645,ebr !! ty kurwoi
47005,ez
27152,"Mant, you are an absolute bot"
11764,"arty, work him ovewr"
38385,ggs
31861,win ! :-)
35128,Has brought you a lot to stand in the back
28779,Fefense guys
16899,I fancy a rtrip to the beach
52671,ty to VK 28.01.105 i was unable to co to my spot Sorry
45617,gg :P
18114,cap fuck this
18284,stupid line 2 campers
2849,nice
10293,hahahaaha
1289,wot players...
23673,Like I said matchmaking has been abysmal and the team worse then deplorable
23260,back
16179,refer to my last
42508,epic spoter
11729,lol e3
13699,plis dog lt uionstal; game mongols kid
26726,"you f...ed up, IS"
8578,3 wolverines
3668,cap
35618,need eys there or hill won‘t mean much
16680,come closer TDs
40468,lesson to learn
37048,incredible. very good work e-25
47412,#ERROR!
15250,cap fast
38376,gj
48550,then go go go go
17810,SPOT
15886,not my fault
22229,ns arty
17252,ggs
47992,shoot
21606,omg bastard bh me
14379,gg
42270,hello
38946,that thing blows anyway
47034,yeah man sorry i know you were about to kill that air
10101,stop
41162,gg
50784,"ELC, stay alive baby"
45244,Засвет в квадрате H7!!!
36510,Арта (M12) отстрелялась! По мне :(
4930,jagdttiger insufficient brain for english
44890,ск а 46 ясно инвалид нед чтоб помочь оно в кустах
10315,gg
3076,ggg
37755,lol
1415,WTF mid
53716,retard
31913,hill or death
19409,are you all in a position to hit them? Or are they behind a building and you cant?
5706,lol xD
21205,hahahahha'
21571,arty fire on UDES
52564,gg
29570,шахтер днарь косой плять
14775,lost
16881,i CAME TO HELP AND GOT ********* THANKS
20724,any help from anywhere?
2059,Geeze
49216,fail heavys
23182,ні обходить
21417,drew
49423,ggg
18976,goo mf
22304,supertester will not say anything
48086,and leo c6
54448,wtf is this low reation bot team
30680,together
1667,GG
51385,1tap like always by fv4005
19942,you're full health
5749,arty hit the cs 83
3843,move to his OI's back
38925,lel
50543,WHO ARE YOU SPOTTING BRO
49095,1 shoot than i have no ammo
18153,gg
41454,gg
8311,"Jirayiaa (BZ-58), you are blocking my target!"
28556,gg
4402,indien
12833,thx for the great suport
28575,nice
48438,BLIND MORONS
39789,gg
5094,TIDO.....
29626,gg
47038,shut up loser
33130,"got tracked, sorry"
32105,"thanks guys, gg"
28891,GJ
13864,Hello Team :)
7520,You ******* buffoon
46327,lagging
12994,ебать
2778,had to try something
41220,nice
24480,oh bullshit
18499,lol
33323,hill bots reported
41084,gg
12184,fucking idiot somua
40458,waffle
29498,ty
8492,GG
9910,you can win this
48404,I'm on 7.8k
30588,they are one shot
43921,We are losing
37865,reported
40351,M40/M43 hit me
14447,why ?
8250,reset and we should win
50016,"Thilouze (Standard B), you are blocking my target!"
36342,arty is going to cap
31395,what is this disabled team
13246,согласен))
8587,spot
6229,better position
23451,#ERROR!
13276,idiot here
2641,could not even pen the arty???
43736,well by the they played hey are obvis. new
12868,"TN, GO"
39622,where are u going ?
4774,niceee
11147,3 уйобка
12486,I've been spotted in K5!
32691,fucking centurion
53934,705 scared to get your paint scratched?
27880,gg
54071,**** scout
13937,report maus
48780,"if you are very quiet, you can hear a garage calling you"
20596,Im Spotted at F5!
36725,even excellent play man!
46762,t 95 go i help yyou
24462,no help bastards
30744,thx
45258,lolw
19517,scheiß Tscheche
46940,Im Spotted at G4!
22756,left clic
33385,dick
30179,gg
35565,brain!
10208,sorry
31840,2 раза голдою не пробив
41261,really?
15781,what are you doing?
17742,idiots
4096,Im Spotted at F5!
2277,go for leopard
31795,gl hf
41234,nice
51584,Spotted at F3
52018,sry guys my wifi crashed for a second
36903,cobra go to tp
26133,tnh amx lost
23815,radley pls
40615,gj
27062,lol
27043,we take it we win
19521,idiot
33368,fuck thsi piece of shit of a tank
51958,pool pls
22794,that sounds like... a plan
45217,all good?
48105,hf
31033,oh man
14323,kill the defender
14908,6k damage 4k bounce
11753,fed up of Sheridan camping at back all game
49698,i
45184,camp
20660,wwwait
22140,Засвет в квадрате F8!!!
11403,nice loss campers
53911,gj
28138,i see a pattern today
54509,big stuff on the other end
41054,gg
33123,will spot here
27415,ka ri push with me
45083,11k
24314,Their Manticore so much better than ours
40821,spot dude
35537,yeah
15342,this is another level
10920,artyyyyy
51257,100%
11103,sorryyy
45445,wtf
33580,fuck wot
41591,is5 camping
10323,#ERROR!
15380,wtf monkey
17279,you dement bot fu
34050,no fun allowed noobs
31918,ok
49537,I need 75 stun pts
26585,Они же охрененные теперь фуги сделали
14980,move iidot
41375,gj
13165,bratee kasnig u igru hahaha
25237,wait elc
36801,\spot 50TP
44992,never seen a shot
29080,team so lost
40403,Enemy SPG <font color='#fe0e00'>WMBB (Bat.-Châtillon 155 58)
3808,2 t30
47742,?
40032,BC on ping
20955,лт арту дать?
3077,gj
44842,sss
4293,gg again lose team ..
34784,268/5
3520,"Krystiano2796 (Conqueror), you are blocking my target!"
6845,arti focus wz
11769,take hill
30275,gg
7888,or milimeter
37647,gg
47134,yesss
48571,Spotted at E7
52069,arty next
14949,nice camper team
31616,Viktor - first time in wot?
38990,mission
34741,Im Spotted at E5!
45452,U CANT KILL ONE
11527,tiger 2 full hp
49824,why not get more?
40062,that poor cent
14454,is7
51617,karmaaaaaa
53024,u fucking bitch go play minecraft looser
48789,Im Spotted at J7!
15068,guys play safe
24216,BYE
39019,fall back it need to come
19670,push the mid?
43268,tds have crap spotting range :/
41483,gg
23914,schont die umwelt
6274,why
49697,lol spot mant
8419,bruh
29682,cant t34 keeps sniping me
44801,Ready
9778,gg
22995,nice
42847,same
45384,sta 1
40755,just win now
17042,3 раза в ка ток
19250,wow
13441,"стрв, едь , время"
23912,gg
33418,REPORT this fkn 68 loser
49459,no ammo sorry
2478,Im Spotted at G0!
47884,Im Spotted at D9!
41790,lo amo
17191,Засвет в квадрате A2!!!
1462,char 3-4
33994,T57 are you idiot ?
22318,nice vz
28279,dumb ass
36439,#ERROR!
10495,grille buy binoculars
8529,light
29429,сука
47550,xD
12361,probably gonna get amo rack again
22584,just cap
23390,he‘ll kill the su8
49055,the useless one ...is the dead one
40515,xD
7498,speed?
16097,14 kills
22781,botgs
13360,omg
37390,с семерками попался
53218,I've been spotted in B8!
13162,gg
50886,su
25791,subhuman
26691,два дебилааа
52668,lol
3261,"i agree, we have an ebr"
34359,idiots
10422,SPOT
4826,Im Spotted at D6!
7592,kys
11298,spotted
6780,mb
23187,"scouting, get ready"
48773,lolol
21316,gg
11915,idiiot VK
46765,VK go
35780,ty
51258,&lt;3
9442,or we lose part
7049,Wow
42577,guys what are u doing there?
15870,noiiice
20243,he is NOW trolling OUR arty
46920,shut up u klingon
21401,go in
8036,kill artyes
4268,los
19876,gg
44344,what would you like me to do
51154,scared
51927,gg
16059,iron cap
1208,wait for me
46318,if we saw them earlier we could do much more dmg on them!
25059,miss!
9525,wg retards
8077,"idiot progetto, your block killed me"
34122,coward
18481,ggs gl
1720,you are stuid asf
53963,ns arty
24028,holy fuck i just noticed where we all went
26420,just go
16434,впризду
29452,st emil jebem ti mamu u uista
34306,боты ёбанные
1285,U FKIING IDIOT
20201,780 wtf
7026,fv
9596,wow he found w
36246,gg
2844,leo
46466,super duper
32443,\2 artyt
28272,if your 100% u miss something
3689,fight heavies ??
33066,no time
4709,?
3334,Im Spotted at J2!
45939,i swear to god
24259,2 bots
25614,:D
20904,watch map!
23515,захват
6244,open for u manti
11479,m8a1 how
15953,Im Spotted at E9!
14915,Арта (Bat.-Châtillon 155 55) отстрелялась! По мне :(
23323,gg
9889,oh
21002,lol stII is shooting..what a bot..reported
49999,yup
34356,look at the fkinbg mapo
49903,rush dip
41446,push
20485,GG
24794,cure teh cancer
48384,sick of losing from crap teams
36100,"im sorry team, my internet just died"
46988,ammo hit gg
49520,and what are you
15350,G.W. Panther hit me
42718,ns
47746,he sits on the redline
54130,try my best.
39364,omg
32373,:D
21772,üdv;)
1854,T49 stay bot
7944,obj 777
39144,hits
3254,go die idiot mediums
19443,"but gg, i got my third mark"
31006,#ERROR!
39630,be ready
9299,good help prog..
12942,good thing they're actually kinda chewy on the inside
10749,game isnt even trying to hide making my shots way off
14059,i literally pissed myself
21969,gg
11819,Об. 261 hit me
25411,cobra be more useless bot
12829,Bishop hit me
7506,nara
16338,spot
1795,niceeee
28704,invite guard too
23162,manticor cap ?
30067,wow gg
24607,artas
42431,dont push
2808,rip
25742,i belive in you
18279,dont cap
48065,wow
15760,fk u
44612,just stay
2729,Im Spotted at D5!
37292,t 50 2 spot
16232,***
2395,leopard move
37580,noone
54492,...
3833,wp
21232,5 бз
43693,wtf ammo
4213,cap!
23488,??
26376,cant pen anyone :LS
34928,FV207 hit me
4290,push
11346,just spot them
46151,wtf 277 heavie camper?
18503,ovvv
15443,gg
16928,#ERROR!
33231,тебе в анус ипуть тварь нациская
28625,gg
4898,can all charge him at once
20061,xd
2833,niggers
24818,:O
32479,idk what I was doing LOL
46625,HE GONE
40576,XD
35659,dude plays like a god
18172,about right with WG BS RNG
27443,how am I alive?
50662,we spotted the meds you fucking nigger and nothing happened
46173,kill the RHM first
1083,better do some spot
43433,team noob
52490,another TD sit on your a$$ fest
9587,curve ball fuck
6557,leo 1 afk bot and riggier with enemy
30225,ng loser
46565,idiot go sleep
27413,no bad day sry
37056,Меня засветили в J6!
50115,TG?
16318,kill lttb
43911,usless 703
52560,easy spotting
20508,shoot the bush
26161,come on you got this
26746,Im Spotted at J8!
50877,superhelcat 0 spot
36713,if you cover i will go
34170,stfu
28735,Im Spotted at J5!
46987,VERLOREN
38954,darty
6407,there a tank behind you
23464,победка
20258,help tyhjere
45789,t34 2g ft
19484,here he comes
13780,just try
50519,BOTS
27927,nice
41457,on asia server still 10 x10 1000 players wtf
4853,Засвет в квадрате C3!!!
12245,lol shit team
52004,appreciate the sac
23801,what are u doing still there
36674,they sleep
43776,war gaming is shit we must lose
31711,GG elc
25854,kill artys
26423,a fckng dum bstrd from easteurope
23736,you are an actual animal
47994,gtg. the wife just got home. Thanks for the games. see ya!
40633,oh
43242,hi kids....next lose ????
41200,elc
16781,i will try spot hill
1096,Im Spotted at F9!
53775,run
49415,dive in bowl
24514,go spot
37280,Nice tiger
24255,okk
24037,gg bro
24022,время
47098,wait for me
22724,hill
42023,thx!
27782,arty a1
16662,all report kv1
35695,im one shot
13478,what???
17677,this moron spots me through bush
42368,nice platoon
8497,"i told you, that we are fine"
2577,k
2572,2 full clip pens
21593,прям норм
20720,boon
47297,arty
16368,idk 12 shells
31043,Enemy SPG TirantLoBlanc (Conqueror Gun Carriage) just hit me and is now reloading for about 44.11s.
3863,просто стойте
37860,gg
50665,you too for doing nothing
19027,leo spoter
44145,277
37304,ns
4011,hit at8
15058,out of my viev range
15589,i don't think that
20742,can you help me ?
47440,get on the hill
17747,nice game
48325,nah
34625,хохломразь тупая
54289,I'm just after the tortoise lol
36948,nice
31276,gooo
20521,all shots you miss
26739,jaj
46849,хер тебе а не боты:)
39646,JAPIERDOLE
27061,ffs let me have the field map with this lol
4613,L O L
40791,my engine is broke :(
33465,idiot
36030,rip
3782,wait
17629,3
37967,snipe ally push a5
31428,dont worry bois
54367,gg
5225,pls Knutfos! SU!
9181,thanks
8563,its out on u
37325,balls
18006,fker
28595,Cap?
13201,imagine camping in light tank noob
47484,progetto 703 is one shoot
35956,whoops. i dont even have ammo D:
50017,Im Spotted at F8!
6140,hackler arty
21485,wtf
22146,Я обнаружен в F7!
25051,9.3k
22777,go city
2299,no
38335,THAT WAS CLOSE
53394,Im Spotted at F5!
29298,dumbass
23962,omg chill
47797,0-3 and counting
43269,so you all sit still and give them the opportunity
34958,Im Spotted at G5! SOS!!!
5065,report
47063,sry bro
24981,kanjpz afk?
1397,char mle idiot press x
22142,Засвет в квадрате F8!!!
21377,объекту воина бы
7363,"GH87[DX303] (T71 DA), you're blocking my line of fire!"
4161,92
32448,back
28763,waaaaaaaaaaaaaaaaa
12362,bro move
28318,dont push
5599,need t okill t30 or we cannot push
52820,wp dude
19697,лохи
52791,67
7271,i take one shoot
5739,paluton pls
27360,gg
23671,The matchmaking this afternoon has been abysmal
50983,dwarf enjoyers
45530,fck RNG
12991,ебать ты тип
29477,i have him
34305,he‘s a moron
30213,Im Spotted at C6!
43964,great team
46276,ill cashapp you a dollar bro
4004,Im Spotted at D5!
50221,hopefully we got a good scout on the 2 line
4225,Засвет в квадрате C5!!!
3590,Help! I have overturned at E2!
51339,Spotted at F7
5246,take the south dip
9137,фу сука
44841,це точно
11260,Im Spotted at C2!
20141,t22 ****
34088,stupid ship
26953,fck u is6 u are idot
5216,all cap
19552,BZ accept platoon inv
8986,s
21791,gg
22838,omg
20318,:-P
19813,just go die arty
17018,Im Spotted at K0!
43193,"hey team, im currently dealing with some lag issues. ill do my best to keep up."
35759,mutz spot
27937,fyi you can get stuck here
5769,куда?)
36701,im teleprtign
52922,lorr 40
17228,panther
15411,gg
16309,progettosss?
44439,skorp g
10122,gj
5237,"Mobiele_LigSleuf (T-46), не мешай стрелять &gt;=O!"
23219,morons watch map
20847,ConquerorGC hit me
2561,arty learn how to run
37212,gg
19101,c1*
13026,wet
1324,*** u *** kid
27460,джи ро зря упоролся
17971,.!..
38938,Im Spotted at C2!
29487,ok
28319,sry many tanks
19975,Im Spotted at D4!
52056,shit
39223,where
52529,Арта (Bat.-Châtillon 155 58) отстрелялась! По мне :(
16836,manti
44882,gg
43064,7-1 win...
37035,amx 48
40338,they have arties ... we have nothng...
19558,whats reload of this arty
42648,ggs
26134,they are counteringh out arty - so move after every shot
32593,youd think the infinite monkeys idea would come into play considering how many youve sent
43861,spt 0 damage
36918,u did rly good
45937,lets push him skoda
34581,t100 idiot
49962,ready for y'all
5695,spot t30
25824,glgl
18312,when did you die again mate?
36946,lol
46253,GG we win
25714,-1 in team bot
49957,uhhh...
41571,hope I dont run out of standard rounds
9605,that see who will be the lucky guy
30133,gg
20135,lol 10 tier
16502,come on guys
38777,krnvagn
23722,stupids top tier hiding all the time
52410,incredible...
6572,look at him...afk
19005,yo are lıht fckıng you lıt
3742,Sorry
5206,phew
6068,brainless subhuman
33526,fu wg
45800,shit
17269,CS PUSh
21087,gg
11544,1 cap FFS
39942,gg guys
52984,I yolo mid
4971,kv 1 s idiot
6145,"T92, shoot STRV"
48580,"im capping, yes"
10466,light spottttttt
1378,help me on the hill please
43345,Klasse red line team
53862,this is what difference good lights make...
51945,704 bot
13645,lol
9123,где огни
8946,amd is now camping
18507,fu this game... no pen .i.. thx wg
24583,iditos
12918,kam mam jet
38494,gg
14798,pussies
33963,fuck team
54241,*** dements
4474,rat report
10596,go cap no time he will try to decap
32491,"ok, thx for the feedback"
5427,pzz
25544,#ERROR!
9140,ти дно валии в ангар
3548,the stalemates can be annoying yes
21461,im lit
29121,guys Im stock af
50081,i love full gold enemys on me &gt;D
18439,oh well
45574,dont stop
20433,just die so I can report replay to wg
29198,Im Spotted at D5!
7217,wasup
7703,eblan
37978,Im Spotted at F6!
36517,G.W. Panther hit me
37598,thx
41953,pointing the other way toertoise go
1626,TEAM IDIOT
46712,hot tog
24414,fu
31284,Im Spotted at E7!
17245,su you suck
41635,top
4012,fckn arty
29938,engine damage
31066,can ytou fucking
4856,Засвет в квадрате E1!!!
6366,mother fucker retard players
23119,арту убей
42870,7 mins
37565,yeah ikr
33802,ussles team
7384,NICE ARTY LOL
6139,stop wasting HP
35888,bishop near there
22208,our lites were pure shit
6138,attack ffs
8146,fucking noob MAUS
36781,sorry for strv 51 is braziian
24555,????
28276,gg
47995,whats the over under of seconds stunned versus damage assist?
23763,gg guys
52566,faking hell
40312,gg
27844,OR run oifff
14192,hf
20166,idiots
48659,smh that time yall rush after im dead
44321,lets take the hill
24993,I‘ve been spotted in G3!
38930,gj amx
3701,thank you crybaby
36183,bro I can‘t have my lunch whilke playing a heavy tank
46092,I will try blind there
16293,Засвет в квадрате C9!!!
34383,nice suicide u bots lol
8645,sory lag
50503,gj morons on mid
32413,gsor
17385,"Salim_Tikman[SAMCR] (T57 Heavy), you are on my line of fire! Get off!"
13978,fuckin idiot
34721,gg
24387,noobs teem :)
2711,Im Spotted at F6!
8414,i report u
43373,wtf
39654,if he pusheds we destroy him
21724,cap
35591,np
13611,ssikoo jebanoe - lutshe na front jedj urod
12507,if only these tds had a clue how to play
26195,EBR delete game ...two neurons cant help you for play wot
39461,at least one must go
41209,Засвет в квадрате A5!!!
24424,GO TDS GO
17652,he is here!
43316,lost too many like this
53612,FV STAY ALIVE
12222,fadin haha
46764,you sleep too
52096,td party
3670,11 ammo left
28338,eh
15683,"no arty, no lightd, nice"
47385,sry
8855,booom
8712,wt has big gun boys
5333,wtf
29497,wp raVE
15887,not your fault for getting me shot while i was unspoted?
27432,wgg
53428,morons
27057,I am spoter
52699,gg
39014,no need distraction
21120,taking weaking points on them
54252,bz gj
36133,you certainly have those lol
43285,useless light
35293,nice
6500,Im Spotted at F4!
3972,no HE left
9460,gg
9427,Im Spotted at G8!
20490,8
30312,move kran
2597,gj
23903,cc1 bot
41210,go
41061,maybe counter shot?
17798,idiot
31084,must kill fv first
9533,report arty
33355,report bc25 bot
37126,:)
35188,"if i save you, i coukd be"
18348,nice meme
29241,ikv aswell prob
30246,gg
35850,i said i will spot
49645,take base
42366,LOL
12726,"it is a team game, lonely fucker"
30447,idiots
20241,fucking goldnoobs with small balls
32163,fuck you ALL noobs
50050,pffff
18328,i mean....what about that char futur having 1676 of 1750 ^^ hehe. its not only arty that....richi
27208,tier 6 killed him
39242,double r
38554,this gun kinda derpy
50121,omg
46562,they were out for blood
10984,hes here
52591,....
32399,go and spot
46398,Im Spotted at D0!
5795,https://open.spotify.com/track/03RojRDRvvbFEPpabo3Aan?si=ef083469698742a4
6375,yes :-P
34507,cmon pussy bot lets talk
15988,thx for leavin TDs. appreciate it
27041,wow
7547,Hes here
37670,that was close
39651,just defend boys
22257,cap
22418,i have 94% xD
11922,lol
17338,noobs
20133,gg
33934,fucking idiots
31490,150 is sleeping
7853,nice
7145,arty is a failer probably
40593,5sec
38441,suprise him
54077,campers
54226,)))))
30376,g
43208,i am spechless
54267,Im Spotted at F1!
13117,so idiotic
49515,noob
23667,thank you &lt;3
31374,wk nub of
25552,TVP let‘s push middle?
53812,gg
51492,fkn idiot
41476,Back off Conq
10921,arty wake upppp
40050,chare
30151,ASSHOLE
19012,stug
14020,:)
4164,3 k combined
11066,imma take a break from this game tbh
20828,turn back help
28511,gg
20641,dzieki takim debilom przegrywa cala druzyna
14876,blind
46593,u cant shoot?
5975,kill batchet and we win!!
5676,good fight
30316,blind shot
40637,lol
43348,wtf
31583,nice joob
32737,Ebr can you spot pls
12882,gg m44
5064,02 is ur low iq IS ;) NAZ1 BOT
39132,for the pool medal
40385,NICE HELP
32438,"top tier is here, ffs"
51307,gj
1448,gg
27143,gg meds...usles meds and spotter
11880,????
8416,oynucan??z oyunu s??kem
18813,FUCK NOOB TEAM
51643,nah it makes it easier
26744,Im Spotted at J0!
17636,afk idiots
10092,to cap
41644,BT-7 spot in Town
36198,Nice 1
17046,ну
22687,fuck you progetto :)))
33492,su 100 bot aq
46189,borr only danger
22509,9 line
6034,m10 can rush for their arty
21537,каким хуем?
37841,move up!!!!
2180,ELC??? why?
21545,попробуйте
34143,2 bots
35652,ok
12430,jo
41673,and they die sucking
48058,cool
37551,its only game man...
29307,no ur not
53413,wait i spot for you
24352,мудак
36092,qqq
29762,spot pls
50288,bro he's open
13195,??
20836,might wanna move 212a
40113,I‘ve been spotted in H5!
13673,finaaaalyyyy
24339,gl
45759,damn it
50501,Im Spotted at E5!
15064,gg
20892,soo
4125,im spotted
38548,i have the 1951 and its pretty quick
7445,jeil
12843,gg
3533,fucking arty
12523,stfu zero damage shitter
40155,gg
51790,budu taranit
20159,yesss
27276,1.6 leopard 800 sta those guys make my score
19100,take c2 or 1
32579,Im Spotted at K7!
30554,gl
3385,OBJ
30482,gg
48766,"Skorp, stop!"
5993,i need
7535,430U HP?
6450,aaaaaaaaaaawwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwdddddddddddddddddddddddrwwwwwwwwwwwwwwwwwwww
43437,lagging so hard rn wtf
38891,i don‘t think he speaks englisch...
15621,where
28583,u2 bot
10617,"thx team ... so nice that you needs 6 minutes to realize, that there is noone north west"
53023,gg team snipe shit
